orth,phon,type,freq,log_freq
ski,/skE/,#,5,1.945910149
skid,/skid/,#,2,1.386294361
skiff,/skif/,#,9,2.397895273
skill,/skil/,#,42,3.784189634
skin,/skin/,HFRIC,47,3.891820298
skip,/skip/,#,5,1.945910149
skirt,/skurt/,#,21,3.135494216
skit,/skit/,#,1,1.098612289
skulk,/sk^lk/,#,1,1.098612289
skull,/sk^l/,#,3,1.609437912
skunk,/sk^Nk/,#,1,1.098612289
sky,/skI/,#,58,4.094344562
slab,/sl@b/,#,9,2.397895273
slack,/sl@k/,#,9,2.397895273
slain,/slAn/,#,1,1.098612289
slam,/sl@m/,LEC,3,1.609437912
slang,/sl@N/,#,2,1.386294361
slant,/sl@nt/,#,3,1.609437912
slap,/sl@p/,#,2,1.386294361
slash,/sl@S/,#,3,1.609437912
slat,/sl@t/,#,2,1.386294361
slate,/slAt/,#,10,2.48490665
slave,/slAv/,#,30,3.465735903
slay,/slA/,#,1,1.098612289
sleek,/slEk/,#,2,1.386294361
sleep,/slEp/,#,65,4.204692619
sleet,/slEt/,#,1,1.098612289
sleeve,/slEv/,#,11,2.564949357
sleight,/slIt/,#,1,1.098612289
slept,/slept/,#,27,3.36729583
slice,/slIs/,#,13,2.708050201
slick,/slik/,#,7,2.197224577
slid,/slid/,#,24,3.258096538
slide,/slId/,#,20,3.091042453
slight,/slIt/,#,53,4.007333185
slim,/slim/,#,20,3.091042453
slime,/slIm/,#,1,1.098612289
sling,/sliN/,#,1,1.098612289
slip,/slip/,LEC,19,3.044522438
slit,/slit/,#,6,2.079441542
slob,/slab/,#,4,1.791759469
sloe,/slO/,#,2,1.386294361
sloop,/slUp/,#,1,1.098612289
slop,/slap/,#,2,1.386294361
slope,/slOp/,#,19,3.044522438
slot,/slat/,#,6,2.079441542
slouch,/slWC/,#,1,1.098612289
slough,/sl^f/,#,1,1.098612289
slow,/slO/,#,60,4.127134385
sludge,/sl^j/,#,4,1.791759469
slug,/sl^g/,#,10,2.48490665
sluice,/slUs/,#,2,1.386294361
slum,/sl^m/,#,8,2.302585093
slump,/sl^mp/,#,8,2.302585093
slung,/sl^N/,#,2,1.386294361
sly,/slI/,#,5,1.945910149
smack,/sm@k/,#,4,1.791759469
small,/smol/,HRI,542,6.298949247
smart,/smart/,#,21,3.135494216
smash,/sm@S/,#,4,1.791759469
smear,/smEr/,#,2,1.386294361
smell,/smel/,#,34,3.583518938
smelt,/smelt/,#,3,1.609437912
smile,/smIl/,#,58,4.094344562
smirk,/smurk/,#,3,1.609437912
smock,/smak/,#,1,1.098612289
smog,/smog/,#,1,1.098612289
smoke,/smOk/,#,41,3.761200116
smooth,/smUD/,#,42,3.784189634
smug,/sm^g/,#,7,2.197224577
snack,/sn@k/,#,6,2.079441542
snag,/sn@g/,#,3,1.609437912
snail,/snAl/,#,1,1.098612289
snake,/snAk/,#,44,3.828641396
snap,/sn@p/,#,12,2.63905733
snare,/snAr/,#,1,1.098612289
snatch,/sn@C/,#,4,1.791759469
sneak,/snEk/,#,2,1.386294361
sneer,/snEr/,#,1,1.098612289
sniff,/snif/,#,2,1.386294361
snip,/snip/,#,1,1.098612289
snob,/snab/,#,1,1.098612289
snoop,/snUp/,#,1,1.098612289
snoot,/snUt/,#,1,1.098612289
snort,/snOrt/,#,3,1.609437912
snout,/snWt/,#,1,1.098612289
snow,/snO/,#,59,4.110873864
snub,/sn^b/,#,1,1.098612289
snuck,/sn^k/,#,1,1.098612289
snuff,/sn^f/,#,1,1.098612289
snug,/sn^g/,#,2,1.386294361
soak,/sOk/,#,7,2.197224577
soap,/sOp/,LSTRUNQ,22,3.17805383
sob,/sab/,REG,1,1.098612289
sock,/sak/,REG,4,1.791759469
sod,/sad/,#,3,1.609437912
soft,/soft/,#,61,4.143134726
soils,/sYlz/,REG,1,1.098612289
sold,/sOld/,#,47,3.891820298
sole,/sOl/,#,18,2.995732274
solve,/salv/,#,20,3.091042453
some,/s^m/,#,1617,7.389563954
son,/s^n/,#,166,5.123963979
song,/soN/,#,70,4.276666119
soon,/sUn/,HEC,199,5.303304908
soot,/sut/,EXC,1,1.098612289
sooth,/sUT/,#,1,1.098612289
soothe,/sUD/,#,2,1.386294361
sop,/sap/,#,1,1.098612289
sore,/sOr/,#,10,2.48490665
sort,/sOrt/,#,164,5.111987788
sought,/sot/,#,55,4.043051268
soul,/sOl/,EXPT,47,3.891820298
sound,/sWnd/,#,204,5.327876169
soup,/sUp/,#,16,2.890371758
sour,/sWr/,AMB,3,1.609437912
source,/sOrs/,#,94,4.564348191
souse,/sWs/,#,1,1.098612289
south,/sWT/,#,240,5.488937726
sow,/sO/,homg,3,1.609437912
sow,/sW/,homg,3,1.609437912
sown,/sOn/,#,3,1.609437912
sox,/saks/,#,1,1.098612289
soy,/sY/,#,1,1.098612289
spa,/spa/,LSTR,2,1.386294361
space,/spAs/,#,184,5.225746674
spade,/spAd/,#,10,2.48490665
span,/sp@n/,#,19,3.044522438
spank,/sp@Nk/,#,1,1.098612289
spare,/spAr/,#,23,3.218875825
spark,/spark/,CON,12,2.63905733
sparse,/spars/,#,5,1.945910149
spat,/sp@t/,#,9,2.397895273
spate,/spAt/,#,2,1.386294361
speak,/spEk/,HRI,110,4.718498871
spear,/spEr/,#,7,2.197224577
speck,/spek/,#,7,2.197224577
sped,/sped/,#,9,2.397895273
speech,/spEC/,#,61,4.143134726
speed,/spEd/,#,83,4.442651256
spell,/spel/,#,19,3.044522438
spend,/spend/,#,53,4.007333185
spent,/spent/,#,104,4.663439094
sphere,/sfEr/,#,22,3.17805383
sphinx,/sfiNks/,LSTR,1,1.098612289
spice,/spIs/,#,4,1.791759469
spike,/spIk/,CON,2,1.386294361
spill,/spil/,#,1,1.098612289
spilt,/spilt/,#,1,1.098612289
spin,/spin/,#,5,1.945910149
spine,/spIn/,#,6,2.079441542
spire,/spIr/,#,5,1.945910149
spit,/spit/,#,11,2.564949357
spite,/spIt/,#,56,4.060443011
splash,/spl@S/,#,3,1.609437912
splat,/spl@t/,#,1,1.098612289
spleen,/splEn/,#,2,1.386294361
splice,/splIs/,#,1,1.098612289
splint,/splint/,#,1,1.098612289
split,/split/,#,30,3.465735903
splurge,/splurj/,#,1,1.098612289
spoil,/spYl/,#,3,1.609437912
spoke,/spOk/,#,87,4.48863637
sponge,/sp^nj/,#,7,2.197224577
spoof,/spUf/,#,1,1.098612289
spook,/spUk/,LFE,1,1.098612289
spool,/spUl/,#,1,1.098612289
spoon,/spUn/,#,6,2.079441542
sport,/spOrt/,#,17,2.944438979
spot,/spat/,#,57,4.077537444
spouse,/spWs/,#,3,1.609437912
spout,/spWt/,#,1,1.098612289
sprain,/sprAn/,#,1,1.098612289
sprang,/spr@N/,#,13,2.708050201
sprawl,/sprol/,#,3,1.609437912
spray,/sprA/,#,16,2.890371758
spread,/spred/,#,83,4.442651256
spree,/sprE/,#,4,1.791759469
sprig,/sprig/,#,1,1.098612289
spring,/spriN/,#,127,4.859812404
sprint,/sprint/,#,1,1.098612289
sprite,/sprIt/,#,1,1.098612289
sprout,/sprWt/,#,1,1.098612289
spruce,/sprUs/,#,5,1.945910149
sprung,/spr^N/,#,8,2.302585093
spun,/sp^n/,#,16,2.890371758
spur,/spur/,#,13,2.708050201
spurt,/spurt/,#,2,1.386294361
spy,/spI/,#,9,2.397895273
squad,/skwad/,#,18,2.995732274
squall,/skwol/,#,7,2.197224577
square,/skwAr/,#,143,4.976733742
squash,/skwoS/,#,2,1.386294361
squat,/skwat/,#,7,2.197224577
squaw,/skwo/,#,1,1.098612289
squawk,/skwok/,#,1,1.098612289
squeak,/skwEk/,#,1,1.098612289
squeal,/skwEl/,#,1,1.098612289
squeeze,/skwEz/,#,11,2.564949357
squint,/skwint/,#,1,1.098612289
squire,/skwIr/,#,5,1.945910149
squirm,/skwurm/,#,1,1.098612289
squirt,/skwurt/,#,1,1.098612289
stab,/st@b/,#,3,1.609437912
stack,/st@k/,#,9,2.397895273
staff,/st@f/,HSTR,113,4.744932128
stag,/st@g/,#,8,2.302585093
stage,/stAj/,#,174,5.170483995
staid,/stAd/,#,1,1.098612289
stain,/stAn/,REG,6,2.079441542
stair,/stAr/,#,2,1.386294361
stake,/stAk/,#,20,3.091042453
stale,/stAl/,#,4,1.791759469
stalk,/stok/,#,1,1.098612289
stall,/stol/,#,18,2.995732274
stamp,/st@mp/,#,8,2.302585093
stance,/st@ns/,#,6,2.079441542
stanch,/st@nC/,#,1,1.098612289
stand,/st@nd/,#,148,5.010635294
stank,/st@Nk/,#,1,1.098612289
star,/star/,#,25,3.295836866
starch,/starC/,#,4,1.791759469
stare,/stAr/,#,14,2.772588722
stark,/stark/,#,7,2.197224577
start,/start/,#,154,5.049856007
starve,/starv/,#,1,1.098612289
state,/stAt/,#,808,6.697034248
staunch,/stonC/,#,3,1.609437912
stave,/stAv/,#,2,1.386294361
stay,/stA/,#,113,4.744932128
stead,/sted/,#,5,1.945910149
steak,/stAk/,EXC,10,2.48490665
steal,/stEl/,#,5,1.945910149
stealth,/stelT/,#,5,1.945910149
steam,/stEm/,#,17,2.944438979
steed,/stEd/,#,1,1.098612289
steel,/stEl/,#,45,3.850147602
steep,/stEp/,#,13,2.708050201
steer,/stEr/,#,9,2.397895273
stein,/stIn/,#,18,2.995732274
stem,/stem/,#,29,3.433987204
stench,/stenC/,#,1,1.098612289
step,/step/,#,131,4.890349128
stern,/sturn/,#,23,3.218875825
stew,/stU/,#,5,1.945910149
stick,/stik/,#,39,3.713572067
stiff,/stif/,#,21,3.135494216
still,/stil/,#,782,6.66440902
stilt,/stilt/,#,1,1.098612289
sting,/stiN/,REG,5,1.945910149
stink,/stiNk/,REG,3,1.609437912
stint,/stint/,#,6,2.079441542
stir,/stur/,#,7,2.197224577
stitch,/stiC/,#,3,1.609437912
stock,/stak/,#,147,5.003946306
stole,/stOl/,#,10,2.48490665
stone,/stOn/,#,58,4.094344562
stood,/stud/,#,212,5.365976015
stool,/stUl/,#,8,2.302585093
stoop,/stUp/,#,4,1.791759469
stop,/stap/,HEC,120,4.804021045
store,/stOr/,#,74,4.33073334
stork,/stOrk/,#,1,1.098612289
storm,/stOrm/,#,26,3.33220451
stout,/stWt/,#,3,1.609437912
stove,/stOv/,#,15,2.833213344
stow,/stO/,#,1,1.098612289
strafe,/strAf/,#,2,1.386294361
straight,/strAt/,#,114,4.753590191
strain,/strAn/,#,31,3.496507561
strait,/strAt/,#,5,1.945910149
strand,/str@nd/,#,7,2.197224577
strange,/strAnj/,#,84,4.454347296
strap,/str@p/,#,2,1.386294361
straw,/stro/,#,15,2.833213344
stray,/strA/,#,12,2.63905733
streak,/strEk/,#,10,2.48490665
stream,/strEm/,#,51,3.970291914
street,/strEt/,#,244,5.505331536
strength,/streNT/,HSTR,136,4.927253685
stress,/stres/,#,107,4.691347882
stretch,/streC/,#,26,3.33220451
strewn,/strUn/,#,1,1.098612289
strict,/strikt/,#,11,2.564949357
stride,/strId/,#,16,2.890371758
strife,/strIf/,#,6,2.079441542
strike,/strIk/,#,50,3.951243719
string,/striN/,#,19,3.044522438
strip,/strip/,#,30,3.465735903
stripe,/strIp/,#,4,1.791759469
strive,/strIv/,#,7,2.197224577
strobe,/strOb/,#,1,1.098612289
strode,/strOd/,#,10,2.48490665
stroke,/strOk/,#,19,3.044522438
stroll,/strOl/,#,4,1.791759469
strong,/stroN/,#,202,5.318119994
strove,/strOv/,#,4,1.791759469
struck,/str^k/,REG,59,4.110873864
strung,/str^N/,#,4,1.791759469
strut,/str^t/,#,3,1.609437912
stub,/st^b/,REG,3,1.609437912
stuck,/st^k/,#,23,3.218875825
stud,/st^d/,#,7,2.197224577
stuff,/st^f/,#,32,3.526360525
stump,/st^mp/,#,2,1.386294361
stung,/st^N/,#,2,1.386294361
stunk,/st^Nk/,#,1,1.098612289
stunt,/st^nt/,LEC,1,1.098612289
style,/stIl/,HSTRUNQ,98,4.605170186
suave,/swav/,#,2,1.386294361
sub,/s^b/,#,5,1.945910149
such,/s^C/,HFRIC,1303,7.17395832
suck,/s^k/,#,5,1.945910149
suds,/s^dz/,#,9,2.397895273
sue,/sU/,#,18,2.995732274
suede,/swAd/,UNQ,1,1.098612289
suit,/sUt/,#,48,3.912023005
suite,/swEt/,#,27,3.36729583
sulk,/s^lk/,CON,1,1.098612289
sum,/s^m/,#,45,3.850147602
sun,/s^n/,#,112,4.736198448
sung,/s^N/,#,18,2.995732274
sunk,/s^Nk/,#,6,2.079441542
sup,/s^p/,#,1,1.098612289
sure,/Sur/,#,264,5.583496309
surf,/surf/,#,1,1.098612289
surge,/surj/,#,9,2.397895273
svelte,/svelt/,#,1,1.098612289
swam,/sw@m/,#,6,2.079441542
swamp,/swamp/,LFE,5,1.945910149
swan,/swan/,#,3,1.609437912
swank,/sw@Nk/,#,1,1.098612289
swap,/swap/,#,2,1.386294361
swarm,/swOrm/,LFE,3,1.609437912
swat,/swat/,#,1,1.098612289
swatch,/swaC/,#,1,1.098612289
swath,/swaT/,#,1,1.098612289
sway,/swA/,#,5,1.945910149
swear,/swAr/,#,10,2.48490665
sweat,/swet/,EXPT,23,3.218875825
sweep,/swEp/,#,15,2.833213344
sweet,/swEt/,#,70,4.276666119
swell,/swel/,#,7,2.197224577
swept,/swept/,#,34,3.583518938
swerve,/swurv/,#,2,1.386294361
swift,/swift/,REG,32,3.526360525
swig,/swig/,#,2,1.386294361
swim,/swim/,#,15,2.833213344
swine,/swIn/,#,3,1.609437912
swing,/swiN/,#,24,3.258096538
swipe,/swIp/,#,2,1.386294361
swirl,/swurl/,#,2,1.386294361
switch,/swiC/,#,43,3.80666249
swoon,/swUn/,#,1,1.098612289
swoop,/swUp/,#,2,1.386294361
sword,/sOrd/,STR,7,2.197224577
swore,/swOr/,LEC,14,2.772588722
sworn,/swOrn/,#,5,1.945910149
swum,/sw^m/,#,1,1.098612289
swung,/sw^N/,#,48,3.912023005
tab,/t@b/,#,1,1.098612289
tack,/t@k/,REG,4,1.791759469
tact,/t@kt/,#,6,2.079441542
tag,/t@g/,#,5,1.945910149
tail,/tAl/,#,24,3.258096538
taint,/tAnt/,#,1,1.098612289
take,/tAk/,#,611,6.418364936
tale,/tAl/,#,21,3.135494216
talk,/tok/,#,154,5.049856007
tall,/tol/,#,55,4.043051268
tame,/tAm/,REG,5,1.945910149
tamp,/t@mp/,#,1,1.098612289
tan,/t@n/,#,9,2.397895273
tang,/t@N/,#,4,1.791759469
tank,/t@Nk/,#,12,2.63905733
tape,/tAp/,#,35,3.610917913
taps,/t@ps/,LRIC,1,1.098612289
tar,/tar/,#,12,2.63905733
tart,/tart/,#,7,2.197224577
task,/t@sk/,#,60,4.127134385
taste,/tAst/,RI,59,4.110873864
taught,/tot/,#,50,3.951243719
taunt,/tont/,#,4,1.791759469
taut,/tot/,#,8,2.302585093
tax,/t@ks/,#,197,5.293304825
tea,/tE/,#,28,3.401197382
teach,/tEC/,#,41,3.761200116
teak,/tEk/,RI,1,1.098612289
team,/tEm/,#,83,4.442651256
tear,/tAr/,homg,11,2.564949357
tear,/tEr/,homg,11,2.564949357
tease,/tEz/,#,6,2.079441542
tech,/tek/,#,1,1.098612289
tee,/tE/,#,5,1.945910149
teen,/tEn/,#,6,2.079441542
teens,/tEnz/,REG,5,1.945910149
teeth,/tET/,#,103,4.65396035
tell,/tel/,HEC,268,5.598421959
tempt,/tempt/,#,2,1.386294361
ten,/ten/,#,165,5.117993812
tend,/tend/,LRIC,43,3.80666249
tense,/tens/,#,15,2.833213344
tent,/tent/,#,20,3.091042453
tenth,/tenT/,UNQ,7,2.197224577
terms,/turms/,REG,1,1.098612289
terse,/turs/,#,2,1.386294361
test,/test/,#,119,4.795790546
text,/tekst/,#,60,4.127134385
than,/D@n/,#,1789,7.490529402
thank,/T@Nk/,#,36,3.63758616
that,/D@t/,#,10595,9.268326221
thaw,/To/,#,6,2.079441542
the,/D^/,#,69971,11.15586473
thee,/DE/,#,17,2.944438979
theft,/Teft/,#,10,2.48490665
their,/DAr/,#,2670,7.890582535
them,/Dem/,#,1789,7.490529402
theme,/TEm/,#,55,4.043051268
then,/Den/,#,1377,7.229113878
thence,/Dens/,#,6,2.079441542
there,/DAr/,#,2724,7.910590612
these,/DEz/,#,1573,7.362010551
they,/DA/,#,3618,8.194229305
thick,/Tik/,#,67,4.234106505
thief,/TEf/,#,8,2.302585093
thigh,/TI/,#,9,2.397895273
thin,/Tin/,#,92,4.543294782
thine,/DIn/,REG,1,1.098612289
thing,/TiN/,#,333,5.814130532
think,/TiNk/,#,433,6.075346031
third,/Turd/,#,190,5.257495372
thirst,/Turst/,#,4,1.791759469
this,/Dis/,#,5146,8.546363569
thong,/ToN/,#,1,1.098612289
thorn,/TOrn/,#,3,1.609437912
those,/DOz/,#,850,6.747586527
thou,/DW/,#,14,2.772588722
though,/DO/,#,442,6.095824562
thought,/Tot/,#,515,6.248042875
thrash,/Tr@S/,#,1,1.098612289
thread,/Tred/,#,15,2.833213344
threat,/Tret/,#,42,3.784189634
three,/TrE/,#,610,6.416732283
threw,/TrU/,#,46,3.871201011
thrice,/TrIs/,#,1,1.098612289
thrift,/Trift/,#,5,1.945910149
thrill,/Tril/,#,5,1.945910149
thrive,/TrIv/,#,1,1.098612289
throat,/TrOt/,#,51,3.970291914
throes,/TrOz/,#,1,1.098612289
throne,/TrOn/,#,5,1.945910149
throng,/TroN/,#,3,1.609437912
through,/TrU/,#,969,6.878326468
throw,/TrO/,#,42,3.784189634
thrown,/TrOn/,#,40,3.737669618
thru,/TrU/,#,1,1.098612289
thrush,/Tr^S/,#,2,1.386294361
thrust,/Tr^st/,#,22,3.17805383
thud,/T^d/,#,3,1.609437912
thug,/T^g/,#,1,1.098612289
thumb,/T^m/,#,10,2.48490665
thump,/T^mp/,#,3,1.609437912
thus,/D^s/,#,312,5.749392986
thwack,/Tw@k/,#,1,1.098612289
thwart,/TwOrt/,#,3,1.609437912
thy,/DI/,#,12,2.63905733
tick,/tik/,#,3,1.609437912
tide,/tId/,#,11,2.564949357
tie,/tI/,#,23,3.218875825
tied,/tId/,#,1,1.098612289
tier,/tEr/,#,1,1.098612289
tight,/tIt/,#,28,3.401197382
tile,/tIl/,REG,16,2.890371758
till,/til/,#,50,3.951243719
tilt,/tilt/,#,5,1.945910149
time,/tIm/,#,1599,7.378383713
times,/tImz/,#,1,1.098612289
tin,/tin/,#,12,2.63905733
tint,/tint/,LFRI,1,1.098612289
tip,/tip/,#,22,3.17805383
tire,/tIr/,#,1,1.098612289
toad,/tOd/,LFRI,4,1.791759469
toast,/tOst/,#,19,3.044522438
toe,/tO/,#,9,2.397895273
toes,/tOz/,#,1,1.098612289
tog,/tog/,#,1,1.098612289
toil,/tYl/,#,1,1.098612289
told,/tOld/,#,413,6.02827852
toll,/tOl/,#,16,2.890371758
tomb,/tUm/,#,11,2.564949357
tome,/tOm/,#,1,1.098612289
ton,/t^n/,#,13,2.708050201
tone,/tOn/,#,78,4.382026635
tong,/toN/,REG,1,1.098612289
tongue,/t^N/,STR,35,3.610917913
too,/tU/,#,832,6.726233402
took,/tuk/,#,426,6.059123196
tool,/tUl/,#,40,3.737669618
toot,/tUt/,#,3,1.609437912
tooth,/tUT/,EXPT,20,3.091042453
top,/tap/,#,204,5.327876169
torch,/tOrC/,#,2,1.386294361
tore,/tOr/,#,15,2.833213344
torn,/tOrn/,#,25,3.295836866
torque,/tOrk/,LSTR,5,1.945910149
toss,/tos/,#,9,2.397895273
tot,/tat/,#,1,1.098612289
tote,/tOt/,#,1,1.098612289
touch,/t^C/,LFE,87,4.48863637
tough,/t^f/,#,36,3.63758616
tour,/tUr/,EXPT,43,3.80666249
tout,/tWt/,#,1,1.098612289
tow,/tO/,#,1,1.098612289
town,/tWn/,#,212,5.365976015
toy,/tY/,#,4,1.791759469
trace,/trAs/,#,23,3.218875825
track,/tr@k/,#,38,3.688879454
tract,/tr@kt/,#,17,2.944438979
trade,/trAd/,#,143,4.976733742
trail,/trAl/,#,31,3.496507561
train,/trAn/,#,82,4.430816799
trait,/trAt/,#,3,1.609437912
tramp,/tr@mp/,#,1,1.098612289
trance,/tr@ns/,#,4,1.791759469
trap,/tr@p/,CON,20,3.091042453
trash,/tr@S/,#,2,1.386294361
tray,/trA/,#,18,2.995732274
tread,/tred/,#,5,1.945910149
treat,/trEt/,RI,26,3.33220451
tree,/trE/,#,59,4.110873864
trench,/trenC/,#,2,1.386294361
trend,/trend/,#,46,3.871201011
trial,/trIl/,#,134,4.912654886
tribe,/trIb/,#,4,1.791759469
trick,/trik/,#,15,2.833213344
tried,/trId/,#,170,5.147494477
trig,/trig/,#,10,2.48490665
trill,/tril/,#,3,1.609437912
trim,/trim/,#,20,3.091042453
trip,/trip/,#,81,4.418840608
tripe,/trIp/,#,1,1.098612289
trite,/trIt/,#,2,1.386294361
troll,/trOl/,#,1,1.098612289
troop,/trUp/,#,16,2.890371758
trot,/trat/,#,12,2.63905733
trough,/trof/,#,3,1.609437912
troup,/trUp/,#,1,1.098612289
troupe,/trUp/,#,3,1.609437912
trout,/trWt/,#,4,1.791759469
truce,/trUs/,#,5,1.945910149
truck,/tr^k/,CON,57,4.077537444
TRUE,/trU/,#,231,5.451038454
trump,/tr^mp/,#,1,1.098612289
trunk,/tr^Nk/,LEC,8,2.302585093
trust,/tr^st/,#,52,3.988984047
truth,/trUT/,HSTR,126,4.852030264
try,/trI/,#,140,4.955827058
tryst,/trist/,LSTR,1,1.098612289
tsar,/zar/,STR,1,1.098612289
tub,/t^b/,#,13,2.708050201
tube,/tUb/,#,31,3.496507561
tuck,/t^k/,#,2,1.386294361
tug,/t^g/,#,3,1.609437912
tune,/tUn/,#,10,2.48490665
turf,/turf/,#,3,1.609437912
turn,/turn/,#,233,5.459585514
tusk,/t^sk/,#,1,1.098612289
twain,/twAn/,#,1,1.098612289
tweed,/twEd/,#,5,1.945910149
tweet,/twEt/,#,1,1.098612289
twelfth,/twelfT/,#,5,1.945910149
twelve,/twelv/,#,48,3.912023005
twice,/twIs/,#,74,4.33073334
twin,/twin/,#,7,2.197224577
twine,/twIn/,#,1,1.098612289
twinge,/twinj/,#,3,1.609437912
twist,/twist/,#,18,2.995732274
twitch,/twiC/,#,3,1.609437912
two,/tU/,#,1412,7.254177846
tyme,/tIm/,#,1,1.098612289
type,/tIp/,HSTRUNQ,200,5.308267697
ump,/^mp/,#,1,1.098612289
urge,/urj/,#,21,3.135494216
urn,/urn/,#,2,1.386294361
use,/yUs/,#,589,6.381816017
vail,/vAl/,#,3,1.609437912
vain,/vAn/,REG,10,2.48490665
vale,/vAl/,#,4,1.791759469
valve,/v@lv/,#,3,1.609437912
vamp,/v@mp/,#,1,1.098612289
van,/v@n/,#,32,3.526360525
vase,/vAs/,EXPT,4,1.791759469
vast,/v@st/,#,61,4.143134726
vault,/volt/,#,2,1.386294361
veal,/vEl/,#,1,1.098612289
veer,/vEr/,#,2,1.386294361
veil,/vAl/,UNQ,8,2.302585093
vein,/vAn/,#,25,3.295836866
veldt,/velt/,#,1,1.098612289
vend,/vend/,#,1,1.098612289
vent,/vent/,CON,10,2.48490665
verb,/vurb/,#,4,1.791759469
verge,/vurj/,#,2,1.386294361
verse,/vurs/,#,28,3.401197382
verve,/vurv/,#,4,1.791759469
vest,/vest/,#,4,1.791759469
vet,/vet/,#,1,1.098612289
vex,/veks/,#,1,1.098612289
vice,/vIs/,#,41,3.761200116
vie,/vI/,#,1,1.098612289
view,/vyU/,HSTR,186,5.236441963
vile,/vIl/,#,5,1.945910149
vine,/vIn/,#,4,1.791759469
vise,/vIs/,#,1,1.098612289
voice,/vYs/,#,226,5.429345629
void,/vYd/,#,10,2.48490665
volt,/vOlt/,#,1,1.098612289
vote,/vOt/,#,75,4.343805422
vouch,/vWC/,#,1,1.098612289
vow,/vW/,#,2,1.386294361
vue,/vyU/,#,1,1.098612289
wad,/wad/,LFE,1,1.098612289
wade,/wAd/,#,2,1.386294361
wag,/w@g/,#,1,1.098612289
wage,/wAj/,#,56,4.060443011
wail,/wAl/,#,3,1.609437912
waist,/wAst/,UNQ,11,2.564949357
wait,/wAt/,#,94,4.564348191
waive,/wAv/,#,1,1.098612289
wake,/wAk/,LEC,23,3.218875825
walk,/wok/,#,100,4.624972813
wall,/wol/,#,160,5.087596335
waltz,/wolts/,#,1,1.098612289
wan,/wan/,EXC,2,1.386294361
wand,/wand/,LFE,1,1.098612289
wane,/wAn/,#,1,1.098612289
want,/want/,HFE,329,5.802118375
war,/wOr/,#,464,6.144185634
ward,/wOrd/,#,25,3.295836866
ware,/wAr/,#,1,1.098612289
warm,/wOrm/,#,67,4.234106505
warmth,/wOrmT/,#,28,3.401197382
warn,/wOrn/,#,11,2.564949357
warp,/wOrp/,#,4,1.791759469
wart,/wOrt/,#,11,2.564949357
was,/w^z/,#,9816,9.191972715
wash,/woS/,LFE,37,3.663561646
wasp,/wasp/,#,2,1.386294361
waste,/wAst/,#,35,3.610917913
watch,/waC/,HFE,81,4.418840608
watt,/wat/,#,2,1.386294361
wave,/wAv/,#,46,3.871201011
wax,/w@ks/,LEC,14,2.772588722
way,/wA/,#,909,6.814542897
ways,/wAz/,#,1,1.098612289
weak,/wEk/,#,32,3.526360525
wealth,/welT/,#,22,3.17805383
wean,/wEn/,#,1,1.098612289
wear,/wAr/,#,36,3.63758616
weave,/wEv/,#,4,1.791759469
web,/web/,#,6,2.079441542
wed,/wed/,#,2,1.386294361
wedge,/wej/,CON,4,1.791759469
wee,/wE/,#,5,1.945910149
weed,/wEd/,REG,1,1.098612289
week,/wEk/,HEC,275,5.624017506
weep,/wEp/,#,14,2.772588722
weigh,/wA/,#,4,1.791759469
weight,/wAt/,#,91,4.532599493
weird,/wErd/,STR,10,2.48490665
welch,/welC/,#,1,1.098612289
weld,/weld/,LEC,4,1.791759469
well,/wel/,#,897,6.801283034
welt,/welt/,#,1,1.098612289
went,/went/,#,507,6.232448017
wept,/wept/,#,9,2.397895273
were,/wur/,HFE,3284,8.097426299
west,/west/,#,235,5.468060141
wet,/wet/,#,53,4.007333185
whack,/w@k/,#,1,1.098612289
wharf,/wOrf/,#,4,1.791759469
what,/w^t/,HFE,1908,7.554858521
wheat,/wEt/,#,9,2.397895273
wheel,/wEl/,#,56,4.060443011
whelp,/welp/,#,1,1.098612289
when,/wen/,HEC,2331,7.754910272
whence,/wens/,#,3,1.609437912
where,/wAr/,#,938,6.845879875
which,/wiC/,HEC,3562,8.178638789
whiff,/wif/,#,1,1.098612289
whig,/wig/,#,6,2.079441542
whil,/wil/,#,1,1.098612289
while,/wIl/,#,680,6.525029658
whim,/wim/,REG,2,1.386294361
whine,/wIn/,#,4,1.791759469
whip,/wip/,#,19,3.044522438
whir,/wur/,#,3,1.609437912
whirl,/wurl/,#,3,1.609437912
whit,/wit/,#,1,1.098612289
white,/wIt/,#,365,5.905361848
whiz,/wiz/,#,2,1.386294361
who,/hU/,#,2252,7.720461695
whole,/hOl/,#,309,5.739792912
whom,/hUm/,#,146,4.997212274
whoop,/wUp/,#,1,1.098612289
whoosh,/wUS/,#,1,1.098612289
whore,/hOr/,#,2,1.386294361
whorl,/wOrl/,#,1,1.098612289
whose,/hUz/,#,252,5.537334267
why,/wI/,#,404,6.00635316
wick,/wik/,#,4,1.791759469
wide,/wId/,#,125,4.844187086
width,/widT/,#,14,2.772588722
wield,/wEld/,#,1,1.098612289
wife,/wIf/,#,228,5.438079309
wig,/wig/,#,1,1.098612289
wild,/wIld/,#,56,4.060443011
will,/wil/,HEC,2244,7.716906135
wilt,/wilt/,#,3,1.609437912
win,/win/,#,55,4.043051268
wind,/wInd/,homg,63,4.17438727
wind,/wind/,homg,63,4.17438727
wine,/wIn/,#,72,4.304065093
wing,/wiN/,LEC,18,2.995732274
